name,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,approx_cost(for two people),listed_in(type)
Capsicum Family Restaurant,Yes,No,3.8/5,254,BTM,Casual Dining,Mutton Biryani,"Biryani, North Indian",800,Delivery
Box Magic,Yes,No,3.6/5,21,Bannerghatta Road,Quick Bites,,"North Indian, South Indian, Seafood, Rolls",400,Delivery
Maa'r Rannaghor,Yes,No,3.8/5,20,JP Nagar,Quick Bites,,"Bengali, Chinese",400,Delivery
Easy Bites,Yes,No,4.1/5,63,JP Nagar,"Takeaway, Delivery","Sandwich, Crispy Chicken, French Fries","Fast Food, Sandwich",300,Delivery
Hiyar Majhe Kolkata,Yes,No,4.0/5,244,BTM,Quick Bites,"Radhaballavi, Biryani, Egg Noodles, Egg Roll, Fish Curry, Egg Devils, Thali","Bengali, North Indian",400,Delivery
Dabba Gosht,Yes,No,3.4/5,9,JP Nagar,"Takeaway, Delivery",,"Arabian, Middle Eastern",400,Delivery
Empire Restaurant,Yes,No,3.6/5,113,JP Nagar,"Takeaway, Delivery",,"Kerala, Seafood, South Indian, Chinese, North Indian, Charcoal Chicken, Beverages",400,Delivery
Punjabites,Yes,No,3.7/5,5,JP Nagar,"Takeaway, Delivery",,"North Indian, Charcoal Chicken",400,Delivery
Sri Lakshmi Dhaba,Yes,No,2.9/5,255,BTM,Quick Bites,"Paratha, Shahi Paneer",North Indian,250,Delivery
XO Belgian Waffle,Yes,No,4.5/5,549,BTM,Dessert Parlor,"Blueberry Waffles, Nutella Waffle, Hot Chocolate, Thick Shakes, Coffee, Oreo Shake, Chocolate Oreo","Desserts, Beverages",400,Delivery
Swadista Aahar,Yes,No,4.1/5,775,BTM,Quick Bites,"Panneer Butter Masala, Idli, Masala Dosa, Vada, Coffee, Roti, Thali","South Indian, North Indian, Chinese, Street Food",300,Delivery
Vegetarea,Yes,No,3.9/5,38,BTM,"Takeaway, Delivery",,South Indian,250,Delivery
Al-Bek,Yes,No,3.6/5,208,JP Nagar,"Takeaway, Delivery","Chicken Grill, Biryani","Biryani, North Indian, Charcoal Chicken, Chinese, Seafood, Rolls",300,Delivery
Aniram's,Yes,No,4.1/5,739,JP Nagar,Delivery,"Chilli Chicken, Butter Chicken, Kadhai Paneer, Hyderabadi Chicken Biryani, Jeera Rice, Ghee Rice, Chicken Masala","Chinese, North Indian",500,Delivery
Punjabi Nawabi,Yes,No,3.8/5,310,Bannerghatta Road,Quick Bites,"Dal Makhani, Lassi, Butter Chicken, Panneer Butter Masala, Mix Veg, Saag, Butter Naan",North Indian,400,Delivery
YummRajj,Yes,No,3.3/5,42,BTM,Quick Bites,,Fast Food,500,Delivery
Swad Punjab Da,Yes,No,4.0/5,126,BTM,Quick Bites,"Lassi, Roti, Veg Thali, Aloo Paratha, Egg Curry",North Indian,150,Delivery
BOX8- Desi Meals,Yes,No,4.1/5,427,Bannerghatta Road,"Takeaway, Delivery","Paratha, Salads, Dal Makhani, Salad, Masala Lemonade, Paneer Biryani, Sandwiches","North Indian, Mughlai, Fast Food",500,Delivery
Roti Wala,Yes,No,4.0/5,197,BTM,Quick Bites,"Gulab Jamun, Buttermilk, Egg Bhurji, Sprout Salad, Roti",North Indian,300,Delivery
Midnight Mania,Yes,No,4.1/5,601,BTM,Quick Bites,"Peri Peri Chicken, Chicken Pizza, White Pasta, Kit Kat Shake","Pizza, Italian, Beverages",700,Delivery
Kitchens@JP Nagar,Yes,No,3.9/5,488,JP Nagar,"Takeaway, Delivery",Vegetable Biryani,"Biryani, Kerala, Mughlai, Street Food, North Indian, Chinese, South Indian, Andhra",400,Delivery
Krishna Kuteera,Yes,No,4.0/5,396,Bannerghatta Road,Quick Bites,"Pav Bhaji, Coffee, Set Dosa, Vada, Masala Poori","South Indian, North Indian, Chinese",400,Delivery
Apna Punjab,Yes,No,3.6/5,474,BTM,Quick Bites,"Thali, Egg Masala, Chole, Paratha, Roti, Butter Chicken, Paneer Manchurian","North Indian, Chinese, Fast Food",450,Delivery
Paratha Junction,Yes,No,2.9/5,172,BTM,Quick Bites,"Paratha, Kadai Paneer","North Indian, Chinese",300,Delivery
Nellore Bhojanam,Yes,No,3.1/5,175,Bannerghatta Road,Quick Bites,Biryani,Andhra,250,Delivery
Momoz,Yes,No,4.0/5,939,BTM,Casual Dining,"Momos, Noodles, Thukpa, Crispy Honey Chicken, Manchow Soup, Manchurian, Chicken Momo","Chinese, Momos",600,Delivery
Kalingas,Yes,No,3.9/5,173,BTM,Quick Bites,"Rasgulla, Mutton Kosha, Chicken Kasha, Samosa Chaat, Kheer, Veg Thali","Oriya, Fast Food",250,Delivery
Kanteen The Eatery,Yes,No,3.9/5,77,Bannerghatta Road,Quick Bites,"Chole Bhature, Pav Bhaji, Misal Pav",North Indian,400,Delivery
Kullad Cafe,Yes,No,3.9/5,326,BTM,Cafe,"Poha, Coffee, Chai, Rolls, Ginger Tea, Aloo Paratha, Elaichi Tea","North Indian, Cafe, Fast Food, Beverages",200,Delivery
Donne Biriyani House,Yes,No,3.3/5,212,JP Nagar,Quick Bites,"Biryani, Kshatriya Kebab","Biryani, Andhra",350,Delivery
Litti Twist,Yes,No,4.1/5,464,BTM,Quick Bites,"Litti, Liti Chokha, Lassi, Tea, Paratha, Thali, Chai","North Indian, Bihari",300,Delivery
FreshMenu,Yes,No,3.3/5,628,Bannerghatta Road,Delivery,"Rolls, Salads, Salad, Sandwiches, Pasta, Burgers, Croissants","Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger",450,Delivery
Shanthi Sagar,Yes,No,3.6/5,518,JP Nagar,Casual Dining,"Coffee, Mushroom Masala, Masala Dosa, Palak Paneer","South Indian, North Indian, Chinese",400,Delivery
Cakebuy,Yes,No,3.9/5,70,Bannerghatta Road,Dessert Parlor,Chocolate Truffle,Desserts,350,Delivery
Five Star Chicken,Yes,No,3.9/5,62,JP Nagar,Quick Bites,Fries,"Burger, Fast Food, Roast Chicken, Finger Food",300,Delivery
Poha House,Yes,No,NEW,0,BTM,Quick Bites,,Maharashtrian,200,Delivery
Bathinda Tandoor,Yes,No,NEW,0,BTM,Quick Bites,,North Indian,300,Delivery
Corner House Ice Cream,Yes,No,4.4/5,819,Jayanagar,Dessert Parlor,"Hot Chocolate Fudge, Chocolate Malt, Thick Shakes, Chocolate Nut Sundae, Ice Cream Sundae, Fudge Cake, Coffee","Ice Cream, Desserts",400,Delivery
Delight Food,Yes,No,2.6/5,171,BTM,Casual Dining,,"Andhra, Chinese, Biryani",450,Delivery
Andhra Kitchen,Yes,No,3.9/5,158,Bannerghatta Road,"Takeaway, Delivery",,"Andhra, Biryani",400,Delivery
Veg By Nature,Yes,No,3.4/5,14,JP Nagar,"Takeaway, Delivery",,North Indian,200,Delivery
Fattoush,Yes,Yes,4.2/5,1964,Bannerghatta Road,Casual Dining,"Mango Chiller, Fattoush, Prawn, Salads, Vegetable Biryani, Irani Chicken Tikka, Chilli Chicken","Arabian, Biryani, Chinese, Middle Eastern, Fast Food, North Indian, Mughlai, Seafood","1,000",Delivery
Chicken Magic,Yes,No,3.7/5,207,BTM,Quick Bites,,"Chinese, North Indian",300,Delivery
Behrouz Biryani,Yes,No,4.0/5,138,Bannerghatta Road,Delivery,"Gulab Jamun, Vegetable Biryani, Mint Raita",Biryani,650,Delivery
Abhiruchi Hotel,Yes,No,3.3/5,455,Bannerghatta Road,Casual Dining,"Egg Biryani, Chicken Curry, Chicken Boneless Biryani, Chilli Chicken, Vegetable Biryani, Jeera Rice","Andhra, Biryani, North Indian, Chinese",550,Delivery
Swathi Restaurant,Yes,No,3.9/5,14,JP Nagar,"Takeaway, Delivery",,"Andhra, North Indian, Chinese",400,Delivery
Fresh Kitchen,Yes,No,3.4/5,13,Bannerghatta Road,Casual Dining,,"North Indian, Chinese",600,Delivery
Hind Ka Chulah,Yes,No,3.8/5,181,Bannerghatta Road,Food Court,"Butter Chicken, Chole, Chicken Tikka, Biryani Combo, Roti, Tandoori Chicken, Naan","North Indian, Biryani",600,Delivery
Kuttanad,Yes,No,3.6/5,140,Bannerghatta Road,Quick Bites,,"Kerala, South Indian",200,Delivery
New Mahesh Friends Food Corner,Yes,No,3.2/5,44,BTM,Quick Bites,,"North Indian, Chinese",300,Delivery
Bohra Bohra CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Yes,No,3.6/5,43,JP Nagar,Quick Bites,"Fruit Custard, Russian Cutlet",Bohri,300,Delivery
Pizza Hut,Yes,No,2.7/5,159,JP Nagar,Quick Bites,Prompt Service,Pizza,750,Delivery
Shree Krishna Sannidhi,Yes,No,3.4/5,76,Bannerghatta Road,Quick Bites,,"North Indian, Chinese",450,Delivery
BingeJoy!,Yes,No,3.6/5,16,JP Nagar,Kiosk,,"Biryani, Chinese, Fast Food",100,Delivery
Shiv Sai Hotel,Yes,No,3.5/5,74,Bannerghatta Road,Quick Bites,,North Indian,400,Delivery
MRA,Yes,No,3.9/5,20,BTM,"Takeaway, Delivery",,Bakery,200,Delivery
Beijing Bites,Yes,No,3.7/5,9,JP Nagar,"Takeaway, Delivery",,"Chinese, Thai, Momos",400,Delivery
A2B - Adyar Ananda Bhavan,Yes,No,4.1/5,51,JP Nagar,"Takeaway, Delivery",,"South Indian, North Indian, Chinese, Street Food",200,Delivery
Burj Hotel,Yes,No,3.5/5,53,Bannerghatta Road,Quick Bites,,"North Indian, Chinese",350,Delivery
Shaadi Ki Biryani,Yes,No,3.1/5,28,BTM,"Takeaway, Delivery",,"Biryani, North Indian, Mughlai",400,Delivery
Subway,Yes,No,3.2/5,166,Bannerghatta Road,Quick Bites,Salad,"Salad, Fast Food",600,Delivery
Madeena Hotel,Yes,No,3.9/5,50,Bannerghatta Road,Quick Bites,,"North Indian, Mughlai, Biryani",400,Delivery
Biryani Durbar,Yes,No,3.7/5,128,Bannerghatta Road,"Takeaway, Delivery","Chicken Biryani, Chicken Kebab","Biryani, North Indian",400,Delivery
Adyar Ananda Bhavan Sweets,Yes,No,,0,JP Nagar,"Takeaway, Delivery",,"Mithai, Desserts",200,Delivery
The Good Bowl,Yes,No,3.6/5,8,Bannerghatta Road,"Takeaway, Delivery",,"Italian, North Indian, Biryani",500,Delivery
Mahesh Friends Food Center,Yes,No,2.9/5,126,BTM,Quick Bites,Lassi,"Chinese, North Indian",300,Delivery
Juice Shop,Yes,No,3.4/5,24,JP Nagar,"Takeaway, Delivery",,"Juices, Beverages, Ice Cream",150,Delivery
Kabab Magic,Yes,No,4.0/5,952,Jayanagar,Quick Bites,"Chicken Grill, Biryani, Shawarma Roll, Rolls, Chicken Kebab, Chicken Shwarma Roll, Pulpy Grape Juice","North Indian, Kebab, Chinese, Fast Food",400,Delivery
Nammura Donne Biriyani,Yes,No,3.4/5,51,Kanakapura Road,Quick Bites,,"Biryani, Fast Food",400,Delivery
Burger King,Yes,No,3.8/5,472,Bannerghatta Road,Quick Bites,"Burgers, Whopper Meal, Crispy Chicken, French Fries, Grilled Wings","Burger, Fast Food, Beverages",600,Delivery
Dadi's Dum Biryani,Yes,Yes,4.0/5,739,Bannerghatta Road,Casual Dining,"Chicken Biryani, Basmati Rice, Prawn, Tandoori Chicken, Vegetable Biryani, Galauti Kebab, Faluda","Biryani, North Indian, Mughlai",800,Delivery
Krishna Kuteera South,Yes,No,4.0/5,117,Bannerghatta Road,Casual Dining,,"South Indian, North Indian, Chinese",500,Delivery
Alankrutha,Yes,No,3.9/5,255,BTM,Casual Dining,"Chicken Biryani, Hyderabadi Biryani, Dum Biryani","Andhra, Biryani, North Indian, Chinese",500,Delivery
Paradise,Yes,No,4.0/5,1974,JP Nagar,Casual Dining,"Kalmi Kabab, Hyderabadi Dum Biryani, Vegetable Biryani, Haleem, Supreme Mutton Biryani, Paneer Tikka, Hyderabadi Mutton Biryani","Biryani, North Indian, Kebab",800,Delivery
Kabab Mehal,Yes,No,3.7/5,65,JP Nagar,Quick Bites,,"Kebab, North Indian, Fast Food, Beverages",400,Delivery
Mughlai Kitchen,Yes,No,3.5/5,269,BTM,,"Momos, Oreo Shake","Mughlai, North Indian, Chinese, Momos",600,Delivery
Andhra Ruchulu,Yes,Yes,4.2/5,1428,JP Nagar,Casual Dining,"Paneer Tikka, Bhuna Gosht, Andhra Meal, Chicken Biryani, Chicken Guntur, Chicken Sholey Kebab, Andhra Biryani","Andhra, North Indian",800,Delivery
Sri Punjabi Dhaba,Yes,No,3.3/5,39,BTM,Dhaba,,North Indian,400,Delivery
Arabian Mexico,Yes,No,3.4/5,43,Bannerghatta Road,Quick Bites,,"Fast Food, Arabian",400,Delivery
CakeZone,Yes,No,3.7/5,13,JP Nagar,"Takeaway, Delivery",,"Bakery, Desserts",200,Delivery
Fujian Express,Yes,No,3.6/5,34,JP Nagar,Quick Bites,,"Chinese, Thai",200,Delivery
Indian Food,Yes,No,2.9/5,345,BTM,"Takeaway, Delivery",,"North Indian, Biryani, Chinese, Momos",450,Delivery
Tandoori Paradise,Yes,No,3.5/5,8,BTM,Delivery,,"North Indian, Chinese",600,Delivery
Kolkata Kathi Rolls,Yes,No,3.8/5,23,JP Nagar,Quick Bites,,Rolls,150,Delivery
Adithya,Yes,No,4.0/5,332,JP Nagar,Quick Bites,"Neer Dosa, Coffee, Pav Bhaji, Khali Dosa, Panipuri, Masala Dosa, Tea","South Indian, North Indian, Chinese",300,Delivery
Cheesiano Pizza,Yes,Yes,4.0/5,199,JP Nagar,Quick Bites,"Pasta, Fries, Cheesiano Pizza, Veggie Pizza, Cheesy Garlic Bread, Peri Peri Paneer Pizza","Pizza, Italian",700,Delivery
Polar Bear,Yes,No,3.9/5,20,BTM,"Takeaway, Delivery",,"Desserts, Ice Cream",300,Delivery
Le Arabia,Yes,No,NEW,0,JP Nagar,Casual Dining,Chicken Biryani,"North Indian, Mughlai",600,Delivery
Nati Palace,Yes,No,3.5/5,11,JP Nagar,Quick Bites,,"South Indian, North Indian",200,Delivery
KFC,Yes,No,3.9/5,437,JP Nagar,Quick Bites,"Burgers, Wings, Fries, Rice Bowl, Popcorn Chicken, Zinger Burger, Chicken Snacker","Burger, Fast Food",400,Delivery
Dande's Hyderabad Biryani,Yes,No,3.8/5,207,Bannerghatta Road,Casual Dining,"Chicken Boneless Biryani, Lemon Chicken, Dum Biryani","Biryani, Andhra, North Indian",700,Delivery
Onesta,Yes,Yes,4.4/5,4381,JP Nagar,"Casual Dining, Cafe","Chicken Alfredo Pizza, Coffee Mousse, Chicken Calzone, Banana Smoothie, Butter Chicken Pizza, Chocolate Pizza, Chicken Tikka Pizza","Pizza, Cafe, Italian",600,Delivery
Upahara Bhavan,Yes,No,3.8/5,55,Bannerghatta Road,Quick Bites,"Masala Dosa, Idli, Coffee, Vada, Set Dosa","South Indian, North Indian, Chinese",300,Delivery
Sher-E-Punjab,Yes,No,3.2/5,19,BTM,Quick Bites,,"North Indian, Chinese",400,Delivery
Shuddh Desi Khana,Yes,No,4.0/5,597,Bannerghatta Road,Quick Bites,"Paratha, Chicken Kebab, Biryani, Lassi, Butter Chicken, Veg Kolhapuri, Pahari Chicken",North Indian,400,Delivery
Karama Restaurant,Yes,No,3.5/5,16,JP Nagar,"Takeaway, Delivery",,Arabian,400,Delivery
Jaganath Hotel and Restaurant,Yes,No,3.6/5,35,JP Nagar,Quick Bites,,"North Indian, Chinese",200,Delivery
Five Star Chicken,Yes,No,3.5/5,9,Bannerghatta Road,Quick Bites,,"Fast Food, Beverages",250,Delivery
Sankranthi Veg Restaurant,Yes,No,3.0/5,102,BTM,Casual Dining,"Tea, Vada Sambar, Masala Dosa","South Indian, North Indian, Chinese",600,Delivery
Aramane Donne Biriyani,Yes,No,3.9/5,189,BTM,Quick Bites,"Egg Biryani, Donne Biryani","Biryani, Fast Food",300,Delivery
Cafe Potpourri,Yes,No,3.7/5,131,JP Nagar,Cafe,"Poha, Coffee, Pav Bhaji, Masala Chai, Sattu Paratha, Sandwich","Cafe, Sandwich, North Indian, Beverages, Desserts",400,Delivery
Mani's Dum Biryani,Yes,No,4.2/5,373,JP Nagar,Casual Dining,"Paneer Biryani, Raita, Gulab Jamun, Vegetable Biryani, Dum Biryani, Chicken Boneless Biryani, Chicken Kebab Biryani","Biryani, Kebab",750,Delivery
Amontron,Yes,No,3.9/5,435,BTM,Casual Dining,"Katla Kalia, Basanti Pulao, Biryani, Aloo Posto, Mutton Kosha, Ilish, Mutton Dak Bunglow",Bengali,650,Delivery
A M Biryani Hotel,Yes,No,3.3/5,6,Bannerghatta Road,Quick Bites,,"North Indian, Chinese, Biryani, Fast Food",300,Delivery
Birinz,Yes,No,4.1/5,292,BTM,Casual Dining,"Chicken Boneless Biryani, Hyderabadi Biryani, Egg Chilli, Tomato Soup, Mutton Biryani, Butter Chicken Biryani, Paneer Biryani","Biryani, Chinese, Mughlai, Fast Food, Kebab",700,Delivery
Just Shawarma,Yes,No,3.6/5,137,Bannerghatta Road,Quick Bites,"Fries, Whole Meat Shawarma",Arabian,300,Delivery
Hyderabadi Bawarchi,Yes,No,3.2/5,133,Bannerghatta Road,Casual Dining,"Raita, Vegetable Biryani, Hyderabadi Biryani, Chicken Curry, Chicken Biryani","North Indian, Chinese, Biryani",500,Delivery
Fish Chain,Yes,No,3.9/5,37,JP Nagar,"Takeaway, Delivery",Fish Curry,"Seafood, BBQ, Biryani",250,Delivery
Prasiddhi Food Corner,Yes,No,3.7/5,170,JP Nagar,Quick Bites,Coffee,"Fast Food, North Indian, South Indian",200,Delivery
Biriyani Bhatti,Yes,No,3.7/5,21,BTM,Quick Bites,,"Chinese, Hyderabadi, North Indian",400,Delivery
Hyderabad Biryaani House,Yes,No,3.6/5,794,Bannerghatta Road,Casual Dining,"Hyderabadi Biryani, Chicken Biryani, Raita, Mutton Biryani, Vegetable Biryani, Butter Chicken, Basmati Rice","Biryani, North Indian, Chinese",550,Delivery
